1,1.674476018
2,1.211650277
3,2.4767259
4,1.916074456
5,1.19557426
6,1.622775838
7,1.033432127
8,2.293672408
9,2.251509401
10,2.428146257
11,1.084783437
12,1.179275621
13,1.664540722
14,2.175364718
15,2.180921086
16,1.183134291
17,1.408814861
18,1.257556262
19,1.854998558
20,1.849546949
21,1.575446772
22,2.035028102
23,1.047136824
24,1.100289833
25,1.172793026
26,2.189630374
27,1.155771593
28,1.782720987
29,1.632139431
30,1.375921114
31,2.101858335
32,1.006734941
33,1.094688832
34,1.38198058
35,1.066287062
36,1.508849646
37,2.490091636
38,1.130519836
39,2.441120228
40,1.64142401
41,1.53289338
42,1.808205524
43,2.61286068
44,2.43174245
45,1.727238092
46,2.360346601
47,2.156858188
48,1.640319122
49,1.454927463
50,1.375278779
51,2.23798767
52,1.297168255
53,1.574779404
54,1.623267278
55,2.185887781
56,2.247793944
57,1.026812879
58,1.532382529
59,1.75669868
60,2.32669404
61,1.625558094
62,1.357782479
63,1.203192344
64,1.153414738
65,1.430201348
66,1.590847902
67,2.066903621
68,2.176044131
69,1.346562802
70,2.418183727
71,1.375156644
72,1.216236645
73,1.682997217
74,1.245318559
75,1.26085878
76,1.209184602
77,2.096517966
78,1.728209937
79,1.576257257
80,2.139176836
81,1.732082645
82,1.993138776
83,1.453949574
84,1.744661535
85,1.706819288
86,1.405989869
87,1.536447482
88,1.083545813
89,2.424193641
90,2.674323757
91,1.47702363
92,1.135154499
93,2.088079626
94,1.50490505
95,1.419457519
96,1.813819853
97,2.05532358
98,2.406584484
99,2.570759958
100,1.636916824
101,1.694766226
102,1.017525954
103,2.082972659
104,1.176397116
105,2.105182663
106,1.246648669
107,1.094800987
108,2.319576067
109,1.421873093
110,2.273608148
111,1.592219464
112,1.036181378
113,1.282251721
114,1.793606662
115,1.067992096
116,1.178665761
117,1.089731565
118,2.303590672
119,1.886292029
120,1.093814201
121,1.178810922
122,1.195463535
123,2.265794769
124,1.101987657
125,2.157711344
126,1.751065362
127,2.261216328
128,1.124639934
129,1.795543115
130,1.142604692
131,2.318627786
132,1.214198812
133,1.643417987
134,1.145772636
135,1.24002608
136,1.98636222
137,2.151252576
138,1.394440272
139,1.727162685
140,1.539672063
141,1.319744454
142,2.646245961
143,2.1395622
144,1.535189114
145,2.162875654
146,1.11229941
147,2.47443004
148,1.726536581
149,2.620167796
150,1.212736503
